show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s171,Movie,Title_171,,"Actor_382, Actor_552, Actor_203, Actor_180",Spain,"March 05, 2009",1962,G,115 min,Dramas,Description for Title_171
s172,Movie,Title_172,Director_412,Actor_695,Japan,"March 07, 2016",1966,TV-14,141 min,Stand-Up Comedy,Description for Title_172
s173,Movie,Title_173,,"Actor_52, Actor_396, Actor_893, Actor_229, Actor_134",United States,"May 24, 2018",1963,G,118 min,"Stand-Up Comedy, Anime Series",Description for Title_173
s174,Movie,Title_174,Director_29,,Mexico,"May 15, 2012",1964,R,66 min,"Sci-Fi & Fantasy, Reality TV",Description for Title_174
s175,Movie,Title_175,Director_22,"Actor_972, Actor_950, Actor_630, Actor_44, Actor_929",Japan,"March 16, 2017",1966,TV-14,127 min,Docuseries,Description for Title_175
s176,Movie,Title_176,,,France,"June 08, 2014",2019,PG,90 min,"Dramas, Docuseries, Sci-Fi & Fantasy",Description for Title_176
s177,TV Show,Title_177,Director_441,"Actor_204, Actor_8",Canada,"November 14, 2012",2019,TV-14,8 Seasons,"Romantic Movies, Action & Adventure, Horror Movies",Description for Title_177
s178,Movie,Title_178,Director_451,"Actor_437, Actor_477, Actor_494, Actor_673",United States,"December 02, 2018",1967,TV-MA,144 min,"Documentaries, Romantic Movies, Dramas",Description for Title_178
s179,TV Show,Title_179,Director_237,"Actor_512, Actor_788, Actor_702, Actor_626",South Korea,"September 14, 2014",1971,R,5 Seasons,"Comedies, International Movies",Description for Title_179
s180,Movie,Title_180,Director_214,"Actor_287, Actor_875, Actor_568",India,"November 10, 2015",1979,TV-14,110 min,Sci-Fi & Fantasy,Description for Title_180
s181,Movie,Title_181,Director_44,"Actor_320, Actor_252, Actor_928, Actor_667, Actor_279",Argentina,"December 20, 2015",1975,TV-MA,94 min,"Dramas, Children & Family Movies",Description for Title_181
s182,Movie,Title_182,Director_60,"Actor_556, Actor_224, Actor_291, Actor_806, Actor_969",Germany,"August 18, 2020",2018,TV-MA,121 min,"Documentaries, Anime Series",Description for Title_182
s183,TV Show,Title_183,Director_222,"Actor_238, Actor_516",Canada,"August 31, 2019",2014,PG-13,3 Seasons,Dramas,Description for Title_183
s184,TV Show,Title_184,Director_90,"Actor_691, Actor_118, Actor_652, Actor_447",United States,"September 03, 2013",1956,R,8 Seasons,Action & Adventure,Description for Title_184
s185,Movie,Title_185,Director_80,Actor_543,United States,"June 04, 2018",1985,TV-14,109 min,"Docuseries, Anime Series",Description for Title_185
s186,Movie,Title_186,,Actor_161,United States,"July 26, 2019",1951,TV-Y,89 min,"International Movies, Reality TV, Romantic Movies",Description for Title_186
s187,TV Show,Title_187,,,United Kingdom,"November 04, 2015",1978,TV-14,3 Seasons,Documentaries,Description for Title_187
s188,Movie,Title_188,,"Actor_184, Actor_164, Actor_632, Actor_145",United States,"November 27, 2017",1948,R,113 min,International Movies,Description for Title_188
s189,Movie,Title_189,Director_426,"Actor_682, Actor_375, Actor_494, Actor_98, Actor_432",United Kingdom,"October 14, 2010",1973,TV-Y7,142 min,International Movies,Description for Title_189
s190,Movie,Title_190,Director_158,"Actor_338, Actor_852, Actor_203, Actor_345",United States,"November 03, 2020",1952,PG,145 min,"Crime TV Shows, Thrillers",Description for Title_190
s191,Movie,Title_191,,Actor_919,Nigeria,"August 25, 2011",1989,TV-PG,63 min,Sci-Fi & Fantasy,Description for Title_191
s192,TV Show,Title_192,Director_139,"Actor_460, Actor_784, Actor_715",United States,"October 19, 2014",2009,R,6 Seasons,"Action & Adventure, Crime TV Shows, International Movies",Description for Title_192
s193,TV Show,Title_193,Director_187,"Actor_479, Actor_603, Actor_365, Actor_977, Actor_92",Argentina,"June 30, 2008",1989,TV-14,5 Seasons,"Horror Movies, Reality TV, Thrillers",Description for Title_193
s194,Movie,Title_194,,"Actor_485, Actor_717",Thailand,"April 01, 2021",1986,R,174 min,"Crime TV Shows, Children & Family Movies, Stand-Up Comedy",Description for Title_194
s195,Movie,Title_195,Director_22,"Actor_654, Actor_533, Actor_556",United Kingdom,"January 12, 2013",1974,TV-MA,116 min,"Thrillers, Documentaries, Action & Adventure",Description for Title_195
s196,Movie,Title_196,,"Actor_574, Actor_817, Actor_878, Actor_874",Spain,"September 17, 2014",1945,TV-14,154 min,"Docuseries, Romantic Movies, Documentaries",Description for Title_196
s197,TV Show,Title_197,Director_144,"Actor_100, Actor_696, Actor_724, Actor_552, Actor_644",India,"May 06, 2013",1988,TV-MA,9 Seasons,Children & Family Movies,Description for Title_197
s198,TV Show,Title_198,Director_136,Actor_324,France,"November 13, 2020",1994,TV-MA,8 Seasons,Sci-Fi & Fantasy,Description for Title_198
s199,TV Show,Title_199,Director_296,"Actor_169, Actor_739, Actor_351",United States,"September 19, 2008",1972,TV-PG,1 Seasons,"Reality TV, Anime Series",Description for Title_199
s200,TV Show,Title_200,,Actor_974,United States,"October 22, 2009",1972,TV-Y,3 Seasons,"Children & Family Movies, Reality TV, Sci-Fi & Fantasy",Description for Title_200
s201,Movie,Title_201,Director_10,"Actor_64, Actor_801, Actor_288, Actor_693",Canada,"August 08, 2011",1968,TV-MA,148 min,Horror Movies,Description for Title_201
s202,Movie,Title_202,,Actor_534,United Kingdom,"December 29, 2015",1989,TV-MA,135 min,"Anime Series, Horror Movies, Children & Family Movies",Description for Title_202
s203,Movie,Title_203,Director_309,Actor_757,Canada,"June 18, 2021",1977,TV-14,155 min,Romantic Movies,Description for Title_203
s204,TV Show,Title_204,Director_163,"Actor_516, Actor_252, Actor_632, Actor_42, Actor_652",United States,"January 03, 2014",1990,R,8 Seasons,"Sci-Fi & Fantasy, Children & Family Movies, Docuseries",Description for Title_204
s205,Movie,Title_205,Director_10,"Actor_37, Actor_763, Actor_124, Actor_336, Actor_70",India,"September 03, 2013",1972,TV-MA,127 min,"Stand-Up Comedy, Sci-Fi & Fantasy",Description for Title_205
s206,Movie,Title_206,Director_236,,United States,"July 12, 2013",1985,TV-MA,102 min,Thrillers,Description for Title_206
s207,Movie,Title_207,,"Actor_607, Actor_469, Actor_838, Actor_45, Actor_582",United States,"July 03, 2015",2000,TV-PG,96 min,Anime Series,Description for Title_207
s208,Movie,Title_208,Director_102,"Actor_407, Actor_621, Actor_560, Actor_764, Actor_54",United States,"March 26, 2010",1964,PG,104 min,Comedies,Description for Title_208
s209,Movie,Title_209,,"Actor_627, Actor_387, Actor_501",United States,"January 29, 2021",2009,TV-MA,165 min,"Anime Series, Stand-Up Comedy, Sci-Fi & Fantasy",Description for Title_209
s210,Movie,Title_210,Director_236,,United States,"May 11, 2017",1983,TV-14,113 min,"Action & Adventure, Children & Family Movies, Thrillers",Description for Title_210
s211,Movie,Title_211,Director_431,"Actor_267, Actor_904",Germany,"March 21, 2019",1983,R,162 min,"Action & Adventure, Comedies",Description for Title_211
s212,TV Show,Title_212,Director_380,,United States,"March 06, 2018",1954,TV-MA,4 Seasons,Docuseries,Description for Title_212
s213,Movie,Title_213,Director_5,"Actor_777, Actor_919",Japan,"December 17, 2020",1942,TV-MA,96 min,"Reality TV, Sci-Fi & Fantasy",Description for Title_213
s214,Movie,Title_214,Director_293,"Actor_813, Actor_100, Actor_188, Actor_271",United States,"December 08, 2017",2017,TV-PG,148 min,International Movies,Description for Title_214
s215,TV Show,Title_215,Director_185,"Actor_680, Actor_222, Actor_681",Turkey,"July 16, 2015",1994,G,9 Season,"Anime Series, International Movies, Action & Adventure",Description for Title_215
s216,Movie,Title_216,,,United Kingdom,"March 21, 2017",1981,TV-14,152 min,"International Movies, Thrillers, Sci-Fi & Fantasy",Description for Title_216
s217,Movie,Title_217,Director_183,"Actor_330, Actor_697, Actor_706",United States,"October 29, 2020",1987,TV-14,75 min,Romantic Movies,Description for Title_217
s218,TV Show,Title_218,Director_65,Actor_424,United Kingdom,"July 20, 2008",1963,TV-14,5 Seasons,"Action & Adventure, International Movies, Crime TV Shows",Description for Title_218
s219,Movie,Title_219,,,India,"October 01, 2010",1993,TV-Y,66 min,"Dramas, Anime Series, Crime TV Shows",Description for Title_219
s220,TV Show,Title_220,Director_256,,Canada,"August 05, 2011",1969,TV-MA,8 Seasons,"Reality TV, Anime Series",Description for Title_220
s221,Movie,Title_221,,"Actor_266, Actor_825",United States,"July 18, 2013",1994,TV-PG,123 min,"Sci-Fi & Fantasy, Stand-Up Comedy, Children & Family Movies",Description for Title_221
s222,Movie,Title_222,,,Philippines,"July 30, 2016",2004,PG,156 min,Horror Movies,Description for Title_222
s223,Movie,Title_223,Director_474,"Actor_323, Actor_175, Actor_965",India,"October 13, 2017",1958,NR,173 min,"Action & Adventure, Reality TV",Description for Title_223
s224,Movie,Title_224,Director_489,"Actor_153, Actor_746",United States,"July 23, 2019",2005,R,81 min,Stand-Up Comedy,Description for Title_224
s225,Movie,Title_225,,"Actor_114, Actor_604",Spain,"January 19, 2018",1947,TV-14,102 min,"Stand-Up Comedy, International Movies, Comedies",Description for Title_225
s226,Movie,Title_226,,"Actor_354, Actor_807, Actor_408",India,"July 12, 2021",1955,TV-14,121 min,"Anime Series, Docuseries, Reality TV",Description for Title_226
s227,TV Show,Title_227,,Actor_496,Italy,"December 01, 2012",1958,TV-14,6 Seasons,"Docuseries, Documentaries, Comedies",Description for Title_227
s228,Movie,Title_228,Director_69,,India,"September 14, 2019",1979,TV-PG,70 min,"Sci-Fi & Fantasy, Romantic Movies, International Movies",Description for Title_228
s229,TV Show,Title_229,Director_242,"Actor_167, Actor_775, Actor_16, Actor_46, Actor_493",Spain,"May 23, 2012",2010,PG-13,5 Seasons,"Horror Movies, Crime TV Shows",Description for Title_229
s230,Movie,Title_230,Director_96,"Actor_973, Actor_676, Actor_238",United States,"March 17, 2013",1954,PG,86 min,"Sci-Fi & Fantasy, Dramas",Description for Title_230
s231,TV Show,Title_231,Director_481,"Actor_617, Actor_34",Italy,"December 13, 2018",1994,TV-14,7 Seasons,"Dramas, Sci-Fi & Fantasy, Reality TV",Description for Title_231
s232,Movie,Title_232,,,Spain,"July 24, 2020",1950,R,138 min,Action & Adventure,Description for Title_232
s233,Movie,Title_233,Director_391,"Actor_822, Actor_888, Actor_370",United States,"August 05, 2017",1985,TV-Y7,166 min,"Thrillers, Anime Series, Sci-Fi & Fantasy",Description for Title_233
s234,Movie,Title_234,,"Actor_208, Actor_520, Actor_218, Actor_566, Actor_10",United States,"March 04, 2015",1967,TV-Y7,82 min,Sci-Fi & Fantasy,Description for Title_234
s235,Movie,Title_235,Director_413,,United States,"June 07, 2014",2018,R,110 min,Docuseries,Description for Title_235
s236,TV Show,Title_236,Director_116,"Actor_495, Actor_561, Actor_301",Nigeria,"December 13, 2019",1960,R,7 Seasons,Action & Adventure,Description for Title_236
s237,Movie,Title_237,Director_179,"Actor_16, Actor_639, Actor_527",United States,"December 02, 2020",1989,TV-PG,75 min,Sci-Fi & Fantasy,Description for Title_237
s238,Movie,Title_238,Director_466,"Actor_427, Actor_326, Actor_428, Actor_282, Actor_585",India,"April 26, 2015",2021,TV-MA,67 min,"Sci-Fi & Fantasy, Stand-Up Comedy, Documentaries",Description for Title_238
s239,Movie,Title_239,Director_494,"Actor_599, Actor_743, Actor_992, Actor_968",United States,"March 29, 2010",1971,TV-MA,149 min,Crime TV Shows,Description for Title_239
s240,Movie,Title_240,Director_310,,India,"May 01, 2015",1973,TV-14,101 min,Crime TV Shows,Description for Title_240
s241,TV Show,Title_241,Director_51,"Actor_499, Actor_753, Actor_690",Canada,"July 01, 2009",2019,TV-MA,9 Seasons,"Sci-Fi & Fantasy, Documentaries",Description for Title_241
s242,TV Show,Title_242,Director_272,Actor_892,Egypt,"February 19, 2020",2020,TV-PG,7 Seasons,"Stand-Up Comedy, Anime Series",Description for Title_242
s243,TV Show,Title_243,Director_427,,United Kingdom,"December 24, 2008",2017,R,3 Seasons,"Anime Series, Romantic Movies, Thrillers",Description for Title_243
s244,Movie,Title_244,Director_23,"Actor_290, Actor_496, Actor_933, Actor_996",Germany,"March 15, 2017",2016,TV-PG,169 min,"Action & Adventure, Reality TV, Horror Movies",Description for Title_244
s245,Movie,Title_245,Director_323,"Actor_844, Actor_53, Actor_4, Actor_129, Actor_815",United Kingdom,"April 08, 2013",2010,TV-MA,162 min,"Romantic Movies, Documentaries, Dramas",Description for Title_245
s246,TV Show,Title_246,,Actor_667,United States,"June 12, 2021",1952,TV-MA,4 Seasons,"Romantic Movies, Sci-Fi & Fantasy, Comedies",Description for Title_246
s247,Movie,Title_247,Director_302,"Actor_810, Actor_454, Actor_724",United States,"March 13, 2020",1967,TV-MA,130 min,"Thrillers, Stand-Up Comedy",Description for Title_247
s248,TV Show,Title_248,Director_133,Actor_838,Canada,"February 29, 2020",1967,TV-MA,7 Season,"Stand-Up Comedy, Comedies",Description for Title_248
s249,TV Show,Title_249,,"Actor_19, Actor_20",Egypt,"September 21, 2020",1958,NR,2 Season,"Crime TV Shows, Sci-Fi & Fantasy, Anime Series",Description for Title_249
s250,TV Show,Title_250,,"Actor_111, Actor_60, Actor_935, Actor_442",Brazil,"May 25, 2015",1985,TV-14,9 Seasons,"Docuseries, Horror Movies",Description for Title_250
s251,Movie,Title_251,Director_142,Actor_691,United States,"April 14, 2013",1964,TV-14,150 min,"Thrillers, Dramas, Reality TV",Description for Title_251
s252,Movie,Title_252,Director_454,"Actor_820, Actor_835",United States,"February 25, 2009",1966,TV-MA,146 min,"Sci-Fi & Fantasy, Dramas, Docuseries",Description for Title_252
s253,TV Show,Title_253,Director_466,"Actor_387, Actor_378",United States,"December 01, 2008",1978,R,3 Seasons,"Children & Family Movies, Sci-Fi & Fantasy",Description for Title_253
s254,Movie,Title_254,Director_35,"Actor_809, Actor_70, Actor_429, Actor_893",Thailand,"March 06, 2012",2017,R,109 min,Romantic Movies,Description for Title_254
s255,Movie,Title_255,Director_282,Actor_466,Brazil,"February 26, 2008",2006,TV-MA,80 min,"Action & Adventure, Thrillers",Description for Title_255
s256,Movie,Title_256,Director_11,"Actor_706, Actor_800, Actor_959, Actor_258",Australia,"October 25, 2018",1943,TV-Y7,147 min,Reality TV,Description for Title_256
s257,TV Show,Title_257,,"Actor_227, Actor_69, Actor_50",India,"August 13, 2016",2015,PG,3 Seasons,"Docuseries, Comedies",Description for Title_257
s258,TV Show,Title_258,Director_487,,United Kingdom,"September 07, 2017",1973,TV-MA,8 Seasons,"Docuseries, Stand-Up Comedy, Dramas",Description for Title_258
s259,Movie,Title_259,Director_173,"Actor_258, Actor_866",India,"December 22, 2009",2015,TV-14,60 min,"Comedies, Romantic Movies",Description for Title_259
s260,Movie,Title_260,Director_372,,United States,"March 01, 2019",1996,TV-14,110 min,Reality TV,Description for Title_260
s261,Movie,Title_261,Director_220,"Actor_197, Actor_571, Actor_1, Actor_869, Actor_590",United Kingdom,"January 20, 2009",1991,TV-14,93 min,Romantic Movies,Description for Title_261
s262,TV Show,Title_262,Director_121,"Actor_882, Actor_83",United States,"September 18, 2015",2006,PG,2 Seasons,"Action & Adventure, Sci-Fi & Fantasy",Description for Title_262
s263,Movie,Title_263,Director_466,"Actor_397, Actor_218, Actor_991",United States,"November 27, 2015",1973,TV-MA,120 min,"Horror Movies, Children & Family Movies",Description for Title_263
s264,Movie,Title_264,Director_217,"Actor_65, Actor_870, Actor_558, Actor_500, Actor_92",Turkey,"June 12, 2015",1978,TV-14,152 min,Crime TV Shows,Description for Title_264
s265,TV Show,Title_265,,"Actor_94, Actor_879, Actor_161",Mexico,"September 16, 2008",2017,TV-14,6 Seasons,"Reality TV, Stand-Up Comedy",Description for Title_265
s266,TV Show,Title_266,Director_333,"Actor_72, Actor_403, Actor_767",India,"April 15, 2020",1954,TV-14,4 Seasons,"Children & Family Movies, International Movies",Description for Title_266
s267,TV Show,Title_267,Director_231,"Actor_443, Actor_894, Actor_387, Actor_505, Actor_997",United Kingdom,"August 22, 2009",1995,TV-Y,5 Seasons,Documentaries,Description for Title_267
s268,TV Show,Title_268,,"Actor_314, Actor_296, Actor_636, Actor_265, Actor_712",India,"November 29, 2016",1944,TV-MA,4 Seasons,"Anime Series, Children & Family Movies, Stand-Up Comedy",Description for Title_268
s269,Movie,Title_269,,,Mexico,"November 05, 2010",1983,TV-MA,127 min,"Horror Movies, Children & Family Movies",Description for Title_269
s270,Movie,Title_270,Director_119,,Australia,"January 31, 2019",2019,TV-PG,106 min,"Dramas, Documentaries",Description for Title_270
s271,TV Show,Title_271,,Actor_505,Mexico,"January 25, 2010",1981,TV-MA,6 Seasons,"Documentaries, Dramas, Thrillers",Description for Title_271
s272,TV Show,Title_272,Director_168,"Actor_597, Actor_435, Actor_992, Actor_528, Actor_688",Spain,"October 17, 2017",2015,TV-MA,9 Seasons,"Reality TV, Dramas, Crime TV Shows",Description for Title_272
s273,TV Show,Title_273,,"Actor_228, Actor_791, Actor_597, Actor_695, Actor_280",United States,"August 23, 2016",2007,TV-14,1 Seasons,Docuseries,Description for Title_273
s274,TV Show,Title_274,,"Actor_652, Actor_42",United States,"July 21, 2015",2001,TV-MA,7 Seasons,International Movies,Description for Title_274
s275,Movie,Title_275,,"Actor_753, Actor_165, Actor_150",India,"April 21, 2009",1952,TV-14,65 min,"Crime TV Shows, International Movies",Description for Title_275
s276,Movie,Title_276,Director_299,"Actor_295, Actor_618",United States,"May 18, 2012",1942,TV-MA,137 min,"Action & Adventure, Thrillers, Romantic Movies",Description for Title_276
